Timestamp,Co2,humidity,temperature
12/20/2019 17:27,155,92,
12/20/2019 17:02,155,92,
12/20/2019 17:27,,,28.5
12/20/2019 17:27,157,92,
12/20/2019 17:27,,,28.5
12/20/2019 17:27,154,92,
12/20/2019 17:27,,,28.5
12/20/2019 17:27,157,92,
12/20/2019 17:27,,,28.5
12/20/2019 17:27,157,92,
12/20/2019 17:27,,,28.5
12/20/2019 17:27,160,92,
12/20/2019 17:28,,,28.5
12/20/2019 17:28,153,92,
12/20/2019 17:28,155,92,28.5
12/20/2019 17:28,,,28.5
12/20/2019 17:28,154,92,
12/20/2019 17:28,,,28.5
12/20/2019 17:28,157,92,
12/20/2019 17:28,,,28.5
12/20/2019 17:28,158,92,
12/20/2019 17:29,,,28.5
12/20/2019 17:29,156,92,
12/20/2019 17:29,,,28.5
12/20/2019 17:29,158,92,
12/20/2019 17:29,,,28.5
12/20/2019 17:29,156,92,
12/20/2019 17:29,,,28.5
12/20/2019 17:29,160,92,
12/20/2019 17:29,,,28.5
12/20/2019 17:29,155,92,
12/20/2019 17:29,,,28.5
12/20/2019 17:29,153,92,
12/20/2019 17:29,,,28.5
12/20/2019 17:29,155,92,
12/20/2019 17:29,,,28.5
12/21/2019 10:59,154,92,
12/21/2019 10:59,,,28.6
12/21/2019 10:59,152,92,
12/21/2019 10:59,,,28.5
12/21/2019 10:59,152,92,
12/21/2019 10:59,,,28.5
12/21/2019 10:59,159,92,
12/21/2019 10:59,151,92,28.6
12/21/2019 10:59,,,28.5
12/21/2019 10:59,155,92,
12/21/2019 10:59,,,28.5
12/21/2019 10:59,155,92,
12/21/2019 10:59,,,28.6
12/21/2019 10:59,155,92,
12/21/2019 10:59,,,28.6
12/21/2019 11:00,155,91,
12/21/2019 11:00,,,28.6
12/21/2019 11:00,152,91,
12/21/2019 11:00,,,28.6
12/21/2019 11:00,154,91,
12/21/2019 11:00,,,28.6
12/21/2019 11:00,155,91,
12/21/2019 11:00,,,28.6
12/21/2019 11:00,,91,
12/21/2019 11:00,160,,
12/21/2019 11:00,,,28.6
12/21/2019 11:00,154,92,
12/21/2019 11:00,,,28.6
12/21/2019 11:00,154,92,
12/21/2019 11:01,,,28.6
12/21/2019 11:01,155,92,
12/21/2019 11:01,,,28.6
12/21/2019 11:01,155,91,
12/21/2019 11:01,,,28.6
12/21/2019 11:01,157,91,
12/21/2019 11:01,,,28.6
12/21/2019 11:01,155,91,
12/21/2019 11:01,,,28.7
12/21/2019 11:01,155,91,
12/21/2019 11:01,,,28.6
12/21/2019 11:01,155,91,
12/21/2019 11:01,,,28.6
12/21/2019 11:01,155,91,
12/21/2019 11:01,,,28.7
12/22/2019 15:42,158,91,
12/22/2019 15:42,,,28.7
12/22/2019 15:42,155,91,
12/22/2019 15:42,,,28.7
12/22/2019 15:42,157,91,
12/22/2019 15:42,,,28.7
12/22/2019 15:42,160,91,
12/22/2019 15:42,,,28.7
12/22/2019 15:42,154,91,
12/22/2019 15:42,,,28.7
12/22/2019 15:42,157,91,
12/22/2019 15:42,,,28.7
12/22/2019 15:42,157,91,
12/22/2019 15:42,,,28.6
12/22/2019 15:42,154,91,
12/22/2019 15:43,,,28.7
12/22/2019 15:43,152,91,
12/22/2019 15:43,,,28.7
12/22/2019 15:43,157,91,
12/22/2019 15:43,,,28.7
12/22/2019 15:43,154,91,
12/22/2019 15:43,,,28.7
12/22/2019 15:43,155,91,
12/22/2019 15:43,,,28.7
12/22/2019 15:43,154,91,
12/22/2019 15:43,,,28.7
12/22/2019 15:43,154,91,
12/22/2019 15:43,,,28.7
12/23/2019 8:16,,91,
12/23/2019 8:16,155,,
12/23/2019 8:16,,,28.7
12/23/2019 8:16,154,91,
12/23/2019 8:16,,,28.7
12/23/2019 8:16,154,91,
12/23/2019 8:16,,,28.7
12/23/2019 8:16,154,91,
12/23/2019 8:16,,,28.6
12/23/2019 8:16,155,91,
12/23/2019 8:16,,,28.7
12/23/2019 8:16,157,91,
12/23/2019 8:16,,,28.7
12/23/2019 8:16,154,91,
12/23/2019 8:16,,,28.7
12/23/2019 8:16,158,91,
12/23/2019 8:16,,,28.6
12/23/2019 8:16,154,91,
12/23/2019 8:16,,,28.7
12/23/2019 8:16,154,91,
12/23/2019 8:16,,,28.7
12/23/2019 8:16,155,91,
12/23/2019 8:16,,,28.7
12/23/2019 8:16,156,91,
12/23/2019 8:16,,,28.7
12/23/2019 8:16,157,91,
12/23/2019 8:16,,,28.7
12/23/2019 8:16,154,91,
12/23/2019 8:16,,,28.7
12/23/2019 8:16,157,91,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,155,91,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,152,91,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,152,91,28.7
12/23/2019 8:17,,,28.7
12/23/2019 8:17,154,91,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,153,91,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,157,91,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,155,91,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,154,91,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,157,91,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,154,90,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,157,90,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,155,90,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,154,90,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,154,90,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,154,90,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,154,90,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,155,90,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,154,90,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,152,90,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,155,90,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,153,90,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,154,90,
12/23/2019 8:17,,,28.7
12/23/2019 8:17,157,90,
12/23/2019 8:17,154,90,28.7
12/23/2019 8:17,,,28.7
12/23/2019 8:17,154,90,
12/23/2019 8:17,,,28.7
